ID|name|website|profile|heigh|position|weight|birth|team|school|xuanxiu|born|salary|contract|regular race|season race
10013|Kyle Anderso|http://g.hupu.com/nba/players/kyleanderson-4917.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4917_324.png|2.06|SF|104|279|圣安东尼奥马刺|加州大学洛杉矶分校|2014年第1轮第30顺位|美国|109|4年558万，2014/7/13签，2018夏到期，16&amp;17夏球队选项|0|0
10014|Austin Day|http://g.hupu.com/nba/players/austindaye-3351.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3351.jpg|2.11|F|100|342|圣安东尼奥马刺|冈萨加大学|2009年第1轮第15顺位|美国|106|2年底薪，2013/8/2签，2015夏到期|9|2
10015|JaMychal Gree|http://g.hupu.com/nba/players/jamychalgreen-4869.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4869_272.png|2.03|PF|109|318|圣安东尼奥马刺|阿拉巴马大学||美国|0||0|0
10016|Aron Bayne|http://g.hupu.com/nba/players/aronbaynes-3761.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3761_587.jpg|2.08|C|116|360|圣安东尼奥马刺|华盛顿州立大学||新西兰|0|受限自由球员|2|2
10017|Zach Randolp|http://g.hupu.com/nba/players/zachrandolph-165.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/165.jpg|2.06|F/C|118|425|孟菲斯灰熊|密歇根州立大学|2001年第1轮第19顺位|美国|1650|4年6600万，2011/4/20签，2015夏到期&lt;br&gt;【续约】2年2000万，2014/7/8签，2015夏生效，2017夏到期|15|6
10018|Marc Gaso|http://g.hupu.com/nba/players/marcgasol-1384.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1384.jpg|2.16|C|120|383|孟菲斯灰熊||2007年第2轮第18顺位|西班牙|1582|4年5785万美元，2011/12/14签，2015夏到期|6|4
10019|Mike Conle|http://g.hupu.com/nba/players/mikeconley-1411.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1411.jpg|1.85|PG|79|350|孟菲斯灰熊|俄亥俄州立大学|2007年第1轮第4顺位|美国|929|5年4000万，2010/11/2签，2016夏到期|7|4
10020|Tayshaun Princ|http://g.hupu.com/nba/players/tayshaunprince-715.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/715_100.jpg|2.06|F|98|442|孟菲斯灰熊|肯塔基大学|2002年第1轮第23顺位|美国|770|4年2781万美元，2011/12/10签，2015夏到期|14|9
10021|Courtney Le|http://g.hupu.com/nba/players/courtneylee-3052.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3052_961.jpg|1.96|G/F|91|374|孟菲斯灰熊|西肯塔基大学|2008年第1轮第22顺位|美国|545|4年2135万，2012/7/21签，2016夏到期|8|3
10022|Tony Alle|http://g.hupu.com/nba/players/tonyallen-829.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/829.jpg|1.93|G/F|97|419|孟菲斯灰熊|俄克拉荷马州立大学|2004年第1轮第25顺位|美国|483|4年2000万，2013/7/15签，2017夏到期|10|8
10023|Vince Carte|http://g.hupu.com/nba/players/vincecarter-936.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/936_563.jpg|1.98|G/F|100|479|孟菲斯灰熊|北卡罗莱纳大学|1998年第1轮第5顺位|美国|391|3年1226万，2014/7/12签，2017夏到期★16-17赛季只有200万美元受保障★合同包含15%交易保证金|20|8
10024|Quincy Pondexte|http://g.hupu.com/nba/players/quincypondexter-3474.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3474.jpg|2.01|G/F|100|345|孟菲斯灰熊|华盛顿大学|2010年第1轮第26顺位|美国|314|4年1400万，2013/10/31签，2014夏生效，2018夏到期|4|3
10025|Kosta Koufo|http://g.hupu.com/nba/players/kostakoufos-3078.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3078.jpg|2.13|F/C|120|334|孟菲斯灰熊|俄亥俄州立大学|2008年第1轮第23顺位|美国|300|3年900万美元，2012/1/26签，2012夏生效，2015夏到期★14-15赛季薪金只有50万受保障|8|5
10026|Beno Udri|http://g.hupu.com/nba/players/benoudrih-702.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/702_277.jpg|1.91|PG|93|413|孟菲斯灰熊||2004年第1轮第28顺位|南斯拉夫|207|2年424万，2014/7/16签，2016夏到期|14|4
10027|Jordan Adam|http://g.hupu.com/nba/players/jordanadams-4950.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4950_877.jpg|1.96|SG|95|269|孟菲斯灰熊|加州大学洛杉矶分校|2014年第1轮第22顺位|美国|134|4年662万，2014/7/8签，2018夏到期，16&amp;17夏球队选项|0|0
10028|Jon Leue|http://g.hupu.com/nba/players/jonleuer-3592.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3592_695.jpg|2.08|F/C|103|331|孟菲斯灰熊|威斯康星大学|2011年第2轮第10顺位|美国|96|3年290万，2013/7/15签，2016夏到期★15-16赛季无保障|5|2
10029|Nick Calathe|http://g.hupu.com/nba/players/nickcalathes-3348.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3348_451.jpg|1.98|G|97|334|孟菲斯灰熊|佛罗里达大学|2009年第2轮第15顺位|美国|81|2年底薪，2013/8/21签，2015夏到期|1|0
10030|Jarnell Stoke|http://g.hupu.com/nba/players/jarnellstokes-4951.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4951_896.jpg|2.06|PF|119|275|孟菲斯灰熊|田纳西大学|2014年第2轮第5顺位|美国|0|未签约新秀|0|0
10031|Dwight Howar|http://g.hupu.com/nba/players/dwighthoward-683.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/683_845.jpg|2.11|F/C|120|372|休斯顿火箭||2004年第1轮第1顺位|美国|2143|4年8800万，2013/7/13签，2017夏到期，2016夏提前结束合同选项★合同包括15%交易保证金|10|7
10032|James Harde|http://g.hupu.com/nba/players/jamesharden-3306.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3306.jpg|1.96|G/F|100|328|休斯顿火箭|亚利桑那州立大学|2009年第1轮第3顺位|美国|1472|5年7850万，2012/11/1签，2013夏生效，2018夏到期★17-18赛季薪金只有50%受保障|5|5
10033|Trevor Ariz|http://g.hupu.com/nba/players/trevorariza-558.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/558_232.jpg|2.03|G/F|100|378|休斯顿火箭|加州大学洛杉矶分校|2004年第2轮第14顺位|美国|857|4年3200万，2014/7/14签，2018夏到期|14|5
10034|Jason Terr|http://g.hupu.com/nba/players/jasonterry-567.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/567_485.jpg|1.88|G|82|471|休斯顿火箭|亚利桑那大学|1999年第1轮第10顺位|美国|545|3年1567万，2012/7/19签，2015夏到期|15|9
10035|Kostas Papanikolao|http://g.hupu.com/nba/players/kostaspapanikolaou-4997.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4997_903.jpg|2.03|F|102|317|休斯顿火箭||2012年第2轮第18顺位|希腊|480|两年940万，2016年夏天到期，2015-16赛季球队选项|0|0
10036|Earl Clar|http://g.hupu.com/nba/players/earlclark-3329.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3329_519.jpg|2.08|F|106|347|休斯顿火箭|路易斯维尔大学|2009年第1轮第14顺位|美国|425|2年850万，2013/7/13签，2015夏到期，2014夏球队选项|9|4
10037|Terrence Jone|http://g.hupu.com/nba/players/terrencejones-3655.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3655.jpg|2.06|F|114|299|休斯顿火箭|肯塔基大学|2012年第1轮第18顺位|美国|161|4年714万，2012/7/26签，2016夏到期，2015夏球队选项|2|2
10038|Donatas Motiejuna|http://g.hupu.com/nba/players/donatasmotiejunas-3573.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3573.jpg|2.13|F|101|315|休斯顿火箭||2011年第1轮第20顺位|苏联|148|4年550万，2012/7/12签，2016夏到期，2015夏球队选项|2|1
10039|Francisco Garci|http://g.hupu.com/nba/players/franciscogarcia-1178.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1178_636.jpg|2.01|G/F|88|420|休斯顿火箭|路易斯维尔大学|2005年第1轮第23顺位|Dominican Republic|126|2年底薪，2013/8/1签，2015夏到期，2014夏球员选项|11|3
10040|Ish Smit|http://g.hupu.com/nba/players/ishsmith-3516.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3516_861.png|1.83|PG|79|341|休斯顿火箭|维克森林大学||美国|95|3年285万，2012/8/16签，2015夏到期★14-15赛季无保障|10|3
10041|Patrick Beverle|http://g.hupu.com/nba/players/patrickbeverley-3393.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3393_835.jpg|1.85|G|84|341|休斯顿火箭|阿肯色大学|2009年第2轮第12顺位|美国|91|3年底薪，2013/1/7签，2015夏到期★14-15赛季无保障|2|2
10042|Jeff Adrie|http://g.hupu.com/nba/players/jeffadrien-3525.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3525_835.jpg|2.01|F|111|370|休斯顿火箭|康涅狄格大学||美国|91|2年底薪，2012/12/10签，2014夏到期★13-14赛季无保障|6|0
10043|Troy Daniel|http://g.hupu.com/nba/players/troydaniels-4884.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4884_478.jpg|1.93|PG|93|305|休斯顿火箭|弗吉尼亚大学||美国|81|2年底薪，2014/7/15签，2016夏到期|1|1
10044|Isaiah Canaa|http://g.hupu.com/nba/players/isaiahcanaan-4799.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4799.jpg|1.83|PG|85|307|休斯顿火箭|莫瑞州立大学|2013年第2轮第4顺位|美国|81|3年233万，2013/7/20签，2016夏到期★15-16赛季部分保障|1|0
10045|Robert Covingto|http://g.hupu.com/nba/players/robertcovington-4851.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4851.jpg|2.06|PF|98|312|休斯顿火箭|田纳西州立大学||美国|81|3年底薪，2013/7/13签，2015夏到期★14-15赛季部分保障，15-16赛季无保障|1|0
10046|Clint Capel|http://g.hupu.com/nba/players/clintcapela-4908.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4908_849.jpg|2.08|PF|111|271|休斯顿火箭||2014年第1轮第25顺位|瑞士|0|未签约新秀|0|0
10047|Nick Johnso|http://g.hupu.com/nba/players/nickjohnson-4909.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4909_494.png|1.91|SG|91|288|休斯顿火箭|亚利桑那大学|2014年第2轮第12顺位|美国|0|未签约新秀|0|0
10048|Joey Dorse|http://g.hupu.com/nba/players/joeydorsey-4971.html||2.03|F/C|122|396|休斯顿火箭|孟菲斯大学|2008年第2轮第3顺位|美国|0||5|0
10049|Tarik Blac|http://g.hupu.com/nba/players/tarikblack-4985.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4985_899.jpg|2.11|PF|113|301|休斯顿火箭|堪萨斯大学||美国|0||0|0
10050|Geron Johnso|http://g.hupu.com/nba/players/geronjohnson-5046.html||1.91|SG|92|292|休斯顿火箭|孟菲斯大学||美国|0||0|0
10051|Chandler Parson|http://g.hupu.com/nba/players/chandlerparsons-3584.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3584_274.png|2.06|F|103|338|达拉斯小牛|佛罗里达大学|2011年第2轮第8顺位|美国|1470|3年4608万，2014/7/16签，2017夏到期，2016夏球员选项|3|2
10052|Tyson Chandle|http://g.hupu.com/nba/players/tysonchandler-326.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/326_355.jpg|2.16|C|111|410|达拉斯小牛||2001年第1轮第2顺位|美国|1459|4年5658万美元，2011/12/11签，2015夏到期|13|8
10053|Charlie Villanuev|http://g.hupu.com/nba/players/charlievillanueva-1039.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/1039_636.jpg|2.11|PF|105|388|达拉斯小牛|康涅狄格大学|2005年第1轮第7顺位|美国|858|5年3770万，2009/7/8签，2014夏到期|9|0
10054|Monta Elli|http://g.hupu.com/nba/players/montaellis-1111.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1111_456.jpg|1.91|G|84|374|达拉斯小牛||2005年第2轮第10顺位|美国|836|3年2500万，2013/7/23签，2016夏到期，2015夏球员选项|11|3
10055|Dirk Nowitzk|http://g.hupu.com/nba/players/dirknowitzki-940.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/940.jpg|2.13|F/C|111|462|达拉斯小牛||1998年第1轮第9顺位|西德|797|3年2500万，2014/7/16签，2017夏到期★拥有不可交易条款|16|13
10056|Brandan Wrigh|http://g.hupu.com/nba/players/brandanwright-1238.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1238.jpg|2.08|F/C|109|350|达拉斯小牛|北卡罗莱纳大学|2007年第1轮第8顺位|美国|500|2年1000万，2013/7/25签，2015夏到期|8|2
10057|Devin Harri|http://g.hupu.com/nba/players/devinharris-480.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/480_437.jpg|1.91|G|84|406|达拉斯小牛|威斯康星大学|2004年第1轮第5顺位|美国|388|4年1650万，2014/7/18签，2018夏到期★17-18赛季部分保障|14|6
10058|Raymond Felto|http://g.hupu.com/nba/players/raymondfelton-1045.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1045_996.jpg|1.85|G|93|390|达拉斯小牛|北卡罗莱纳大学|2005年第1轮第5顺位|美国|379|4年1486万，2012/7/16签，2016夏到期，2015夏球员选项|11|3
10059|Jameer Nelso|http://g.hupu.com/nba/players/jameernelson-686.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/686_850.jpg|1.83|PG|86|418|达拉斯小牛|圣约瑟夫学院|2004年第1轮第20顺位|美国|273|2年560万，2014/7/25签，2016夏到期★15-16赛季球员选项|10|6
10060|Richard Jefferso|http://g.hupu.com/nba/players/richardjefferson-67.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/67_135.png|2.01|SF|106|438|达拉斯小牛|亚利桑那大学|2001年第1轮第13顺位|美国|144|1年底薪，2010/7/21签，2015夏到期|15|9
10061|Al-Farouq Amin|http://g.hupu.com/nba/players/alfarouqaminu-3456.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3456_616.jpg|2.06|SF|98|315|达拉斯小牛|维克森林大学|2010年第1轮第8顺位|美国|98|两年208万，2015-16赛季球员选项，2017年夏天到期|4|0
10062|Greg Smit|http://g.hupu.com/nba/players/gregsmith-3631.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3631_722.jpg|2.08|F/C|113|311|达拉斯小牛|加利福尼亚州立大学弗雷斯诺分校||美国|94|2年底薪，2014/4/10签，2015夏到期|3|1
10063|Jae Crowde|http://g.hupu.com/nba/players/jaecrowder-3671.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3671.jpg|1.98|F|107|317|达拉斯小牛|马奎特大学|2012年第2轮第4顺位|美国|91|3年230万，2012/7/21签，2015夏到期|2|1
10064|Ricky Led|http://g.hupu.com/nba/players/rickyledo-4793.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4793.jpg|2.01|SG|91|291|达拉斯小牛|普罗维登斯学院|2013年第2轮第13顺位|美国|81|4年332万，2013/7/24签，2017夏到期★15-16赛季与16-17赛季无保障|1|0
10065|Gal Meke|http://g.hupu.com/nba/players/galmekel-4795.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4795.jpg|1.91|G|92|345|达拉斯小牛|威奇塔州立大学||以色列|81|3年底薪，2013/7/11签，2016夏到期|1|0
10066|Eric Gordo|http://g.hupu.com/nba/players/ericgordon-3015.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3015_444.jpg|1.93|SG|98|336|新奥尔良鹈鹕|印第安纳大学|2008年第1轮第7顺位|美国|1489|4年5836万，2012/7/12签，2016夏到期，2015夏球员选项|6|0
10067|Tyreke Evan|http://g.hupu.com/nba/players/tyrekeevans-3349.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3349_754.jpg|1.98|G/F|100|327|新奥尔良鹈鹕|孟菲斯大学|2009年第1轮第4顺位|美国|1076|4年4398万，2013/7/10签，2017夏到期|5|0
10068|Jrue Holida|http://g.hupu.com/nba/players/jrueholiday-3346.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3346_476.jpg|1.93|PG|93|318|新奥尔良鹈鹕|加州大学洛杉矶分校|2009年第1轮第17顺位|美国|990|4年4100万，2012/11/1签，2013夏生效，2017夏到期|5|2
10069|Ryan Anderso|http://g.hupu.com/nba/players/ryananderson-3046.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3046_409.jpg|2.08|F/C|109|343|新奥尔良鹈鹕|加利福尼亚大学|2008年第1轮第21顺位|美国|849|4年3400万，2012/7/12签，2016夏到期|6|3
10070|Omer Asi|http://g.hupu.com/nba/players/omerasik-3068.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3068_588.jpg|2.13|F/C|116|365|新奥尔良鹈鹕||2008年第2轮第6顺位|土耳其|837|3年2512万，2012/7/23签，2015夏到期|4|4
10071|John Salmon|http://g.hupu.com/nba/players/johnsalmons-775.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/775_473.jpg|1.98|G/F|94|444|新奥尔良鹈鹕|佛罗里达迈阿密大学|2002年第1轮第26顺位|美国|758|5年4000万，2010/7/8签，2015夏到期★若在2014/7/1前被裁，其14-15赛季薪金只有100万受保障|18|5
10072|Anthony Davi|http://g.hupu.com/nba/players/anthonydavis-3638.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3638_689.jpg|2.08|F/C|100|285|新奥尔良鹈鹕|肯塔基大学|2012年第1轮第1顺位|美国|560|4年2320万，2012/7/19签，2016夏到期，2015夏球队选项|2|0
10073|Austin River|http://g.hupu.com/nba/players/austinrivers-3647.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3647_813.jpg|1.93|G|91|292|新奥尔良鹈鹕|杜克大学|2012年第1轮第10顺位|美国|243|4年1013万，2012/7/19签，2016夏到期，2015夏球队选项|2|0
10074|Luke Babbit|http://g.hupu.com/nba/players/lukebabbitt-3464.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3464.jpg|2.06|SF|98|330|新奥尔良鹈鹕|内华达大学|2010年第1轮第16顺位|美国|98|2年底薪，2014/2/4签，2015夏到期★无保障合同|4|0
10075|Alexis Ajinc|http://g.hupu.com/nba/players/alexisajinca-3060.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3060.jpg|2.13|F/C|112|343|新奥尔良鹈鹕||2008年第1轮第20顺位|法国|98|2年底薪，2013/12/21签，2015夏到期|6|0
10076|Jimmer Fredett|http://g.hupu.com/nba/players/jimmerfredette-3563.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3563_969.png|1.88|G|88|334|新奥尔良鹈鹕|杨百翰大学|2011年第1轮第10顺位|美国|95|1年底薪，2015夏到期|5|0
10077|Jeff Withe|http://g.hupu.com/nba/players/jeffwithey-4782.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4782.jpg|2.13|C|107|321|新奥尔良鹈鹕|堪萨斯大学|2013年第2轮第9顺位|美国|81|2年底薪，2013/7/29签，2015夏到期★14-15赛季无保障|1|0
10078|Darius Mille|http://g.hupu.com/nba/players/dariusmiller-3683.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3683_300.jpg|2.03|G/F|102|321|新奥尔良鹈鹕|肯塔基大学|2012年第2轮第16顺位|美国|78|2年底薪，2012/8/23签，2014夏到期★13-14赛季无保障|2|0
10079|Russ Smit|http://g.hupu.com/nba/players/russsmith-4924.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4924_314.png|1.83|PG|75|308|新奥尔良鹈鹕|路易斯维尔大学|2014年第2轮第17顺位|美国|50|3年底薪，2014/7/16签，2017夏到期★15-16与16-17赛季无保障|0|0
10080|Vernon Mackli|http://g.hupu.com/nba/players/vernonmacklin-3605.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3605_876.jpg|2.08|PF|103|351|新奥尔良鹈鹕|佛罗里达大学|2011年第2轮第22顺位|美国|0||1|0
10081|Patric Youn|http://g.hupu.com/nba/players/patricyoung-4973.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4973_741.jpg|2.06|PF|109|298|新奥尔良鹈鹕|佛罗里达大学||美国|0||0|0
10082|Goran Dragi|http://g.hupu.com/nba/players/gorandragic-3074.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3074_622.jpg|1.91|G|86|367|菲尼克斯太阳||2008年第2轮第15顺位|南斯拉夫|750|4年3000万，2012/7/11签，2016夏到期，2015夏球员选项|8|1
10083|Isaiah Thoma|http://g.hupu.com/nba/players/isaiahthomas-3613.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3613_995.jpg|1.75|PG|84|334|菲尼克斯太阳|华盛顿大学|2011年第2轮第30顺位|美国|723|4年2700万，2014/7/12签，2018夏到期|3|0
10084|P.J. Tucke|http://g.hupu.com/nba/players/pjtucker-1258.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1258_347.jpg|1.98|G/F|118|379|菲尼克斯太阳|德克萨斯大学|2006年第2轮第5顺位|美国|511|3年1650万，2014/7/24签，2017夏到期★16-17赛季部分保障|3|0
10085|Alex Le|http://g.hupu.com/nba/players/alexlen-4823.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4823.jpg|2.16|C|118|282|菲尼克斯太阳|马里兰大学|2013年第1轮第5顺位|乌克兰|364|4年1577万，2013/8/29签，2017夏到期，15&amp;16夏球队选项|1|0
10086|Gerald Gree|http://g.hupu.com/nba/players/geraldgreen-1028.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1028_263.jpg|2.03|G/F|93|371|菲尼克斯太阳||2005年第1轮第18顺位|美国|350|3年1050万，2012/7/13签，2015夏到期|9|2
10087|Anthony Tollive|http://g.hupu.com/nba/players/anthonytolliver-3193.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3193_394.jpg|2.03|F|109|378|菲尼克斯太阳|克雷顿大学||美国|300|2年600万，2014/7/21签，2016夏到期★15-16赛季部分保障|8|2
10088|Markieff Morri|http://g.hupu.com/nba/players/markieffmorris-3566.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3566_106.jpg|2.08|F/C|111|327|菲尼克斯太阳|堪萨斯大学|2011年第1轮第13顺位|美国|298|4年934万美元，2011/12/13签，2015夏到期|3|0
10089|Marcus Morri|http://g.hupu.com/nba/players/marcusmorris-3567.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3567_572.jpg|2.06|PF|107|327|菲尼克斯太阳|堪萨斯大学|2011年第1轮第14顺位|美国|294|4年898万美元，2011/12/13签，2015夏到期|5|0
10090|T.J. Warre|http://g.hupu.com/nba/players/tjwarren-4934.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4934_765.png|2.03|SF|104|279|菲尼克斯太阳|北卡罗来纳州立大学|2014年第1轮第14顺位|美国|195|4年972万，2014/7/14签，2018夏到期，16&amp;17夏球队选项|0|0
10091|Shavlik Randolp|http://g.hupu.com/nba/players/shavlikrandolph-1105.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1105_163.png|2.08|PF|111|397|菲尼克斯太阳|杜克大学||美国|122|2年底薪，2014/3/2签，2015夏到期★无保障合同|9|2
10092|Miles Plumle|http://g.hupu.com/nba/players/milesplumlee-3663.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3663_865.jpg|2.11|F/C|116|339|菲尼克斯太阳|杜克大学|2012年第1轮第26顺位|美国|116|4年547万，2012/7/6签，2016夏到期，2015夏球队选项|2|0
10093|Archie Goodwi|http://g.hupu.com/nba/players/archiegoodwin-4824.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4824.jpg|1.96|SG|91|268|菲尼克斯太阳|肯塔基大学|2013年第1轮第29顺位|美国|111|4年542万，2013/7/12签，2017夏到期，15&amp;16夏球队选项|1|0
10094|Tyler Enni|http://g.hupu.com/nba/players/tylerennis-4935.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4935_779.jpg|1.83|PG|79|268|菲尼克斯太阳|雪城大学|2014年第1轮第18顺位|加拿大|0|未签约新秀|0|0
10095|Eric Bledso|http://g.hupu.com/nba/players/ericbledsoe-3466.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3466_287.jpg|1.85|G|86|324|菲尼克斯太阳|肯塔基大学|2010年第1轮第18顺位|美国|0|受限自由球员|4|2
10096|Zoran Dragi|http://g.hupu.com/nba/players/zorandragic-5023.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/5023_155.png|1.96|SG|91|330|菲尼克斯太阳|||南斯拉夫|0||0|0
10097|Chris Pau|http://g.hupu.com/nba/players/chrispaul-1037.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1037_671.jpg|1.83|PG|79|379|洛杉矶快船|维克森林大学|2005年第1轮第4顺位|美国|2006|5年1.07亿，2013/7/10签，2018夏到期，2017夏提前结束合同选项|9|6
10098|Blake Griffi|http://g.hupu.com/nba/players/blakegriffin-3344.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3344_533.jpg|2.08|F/C|114|333|洛杉矶快船|俄克拉荷马州立大学|2009年第1轮第1顺位|美国|1767|5年9500万，2012/7/12签，2013夏生效，2018夏到期★合同包括15%交易保证金|4|3
10099|DeAndre Jorda|http://g.hupu.com/nba/players/deandrejordan-3014.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3014.jpg|2.11|C|120|341|洛杉矶快船|德克萨斯农机大学|2008年第2轮第5顺位|美国|1144|4年4304万美元，2011/12/12签，2015夏到期★合同包括15%交易保证金|6|3
10100|J.J. Redic|http://g.hupu.com/nba/players/jjredick-1213.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1213_886.jpg|1.93|SG|86|390|洛杉矶快船|杜克大学|2006年第1轮第11顺位|美国|679|4年2775万，2013/7/10签，2017夏到期★合同包括5%交易保证金|10|8
10101|Jamal Crawfor|http://g.hupu.com/nba/players/jamalcrawford-572.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/572.jpg|1.96|G|88|441|洛杉矶快船|密歇根大学|2000年第1轮第8顺位|美国|545|4年2135万，2012/7/12签，2016夏到期★15-16赛季薪金只有150万受保障|16|4
10102|Spencer Hawe|http://g.hupu.com/nba/players/spencerhawes-1343.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/1343_985.jpg|2.16|F/C|111|344|洛杉矶快船|华盛顿大学|2007年第1轮第10顺位|美国|530|4年2265万，2014/7/10签，2018夏到期，2017夏球员选项|9|2
10103|Ekpe Udo|http://g.hupu.com/nba/players/ekpeudoh-3454.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3454.jpg|2.08|F/C|111|355|洛杉矶快船|贝勒大学|2010年第1轮第6顺位|美国|447|4年1435万，2010/7/7签，2014夏到期|6|1
10104|Matt Barne|http://g.hupu.com/nba/players/mattbarnes-1127.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1127.jpg|2.01|SF|102|441|洛杉矶快船|加州大学洛杉矶分校|2002年第2轮第17顺位|美国|339|3年1018万，2013/7/11签，2016夏到期★15-16赛季薪金只有100万受保障|13|6
10105|Jordan Farma|http://g.hupu.com/nba/players/jordanfarmar-1241.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1241_692.jpg|1.88|PG|82|361|洛杉矶快船|加州大学洛杉矶分校|2006年第1轮第26顺位|美国|207|2年424万，2014/7/10签，2016夏到期，2015夏球员选项|7|4
