ID|name|个人网址|个人头像|身高|位置|体重|生日|球队|学校|选秀|出生地|本赛季薪金|合同|常规赛参加情况|季后赛参加情况
10001|托尼-帕克（Tony Parker）|http://g.hupu.com/nba/players/tonyparker-700.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/700.jpg|1.88米/6尺2|PG（9号）|84公斤/185磅|1982-05-17|圣安东尼奥马刺||2001年第1轮第28顺位|比利时|1250万美元|4年5000万，2010/10/31签，2011夏生效，2015夏到期|13|13
10002|蒂姆-邓肯（Tim Duncan）|http://g.hupu.com/nba/players/timduncan-693.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/693.jpg|2.11米/6尺11|F/C（21号）|113公斤/250磅|1976-04-25|圣安东尼奥马刺|维克森林大学|1997年第1轮第1顺位|美属维京群岛|1036万美元|3年3000万，2012/7/12签，2015夏到期★拥有不可交易条款|17|16
10003|蒂亚戈-斯普利特（Tiago Splitter）|http://g.hupu.com/nba/players/tiagosplitter-1217.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1217.jpg|2.11米/6尺11|C（22号）|111公斤/245磅|1985-01-01|圣安东尼奥马刺||2007年第1轮第28顺位|巴西|925万美元|4年3600万，2013/7/13签，2017夏到期|4|4
10004|伯瑞斯-迪奥（Boris Diaw）|http://g.hupu.com/nba/players/borisdiaw-312.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/312.jpg|2.03米/6尺8|F/C（33号）|113公斤/250磅|1982-04-16|圣安东尼奥马刺||2003年第1轮第21顺位|法国|800万美元|4年2800万，2014/7/16签，2018夏到期★部分保障合同|15|7
10005|马努-吉诺比利（Manu Ginobili）|http://g.hupu.com/nba/players/manuginobili-694.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/694.jpg|1.98米/6尺6|G/F（20号）|93公斤/205磅|1977-07-28|圣安东尼奥马刺||1999年第2轮第28顺位|阿根廷|700万美元|2年1400万美元，2013/7/11签，2015夏到期|12|11
10006|丹尼-格林（Danny Green）|http://g.hupu.com/nba/players/dannygreen-3356.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3356.jpg|1.98米/6尺6|G/F（14号）|95公斤/210磅|1987-06-22|圣安东尼奥马刺|北卡罗莱纳大学|2009年第2轮第16顺位|美国|402万美元|3年1128万，2012/7/12签，2015夏到期|5|4
10007|帕蒂-米尔斯（Patty Mills）|http://g.hupu.com/nba/players/pattymills-3353.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3353.jpg|1.83米/6尺0|PG（8号）|82公斤/180磅|1988-08-11|圣安东尼奥马刺|加拿大圣玛丽大学|2009年第2轮第25顺位|澳大利亚|384万美元|3年1100万，2014/7/11签，2017夏到期|5|5
10008|科怀-伦纳德（Kawhi Leonard）|http://g.hupu.com/nba/players/kawhileonard-3568.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3568.jpg|2.01米/6尺7|G/F（2号）|104公斤/230磅|1991-06-29|圣安东尼奥马刺|圣地亚哥州立大学|2011年第1轮第15顺位|美国|289万美元|4年864万美元，2011/12/13签，2015夏到期|3|3
10009|马科-贝里内利（Marco Belinelli）|http://g.hupu.com/nba/players/marcobelinelli-1347.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1347_326.jpg|1.96米/6尺5|G/F（3号）|98公斤/215磅|1986-03-25|圣安东尼奥马刺||2007年第1轮第18顺位|意大利|287万美元|2年562万，2013/7/11签，2015夏到期|7|3
10010|科里-约瑟夫（Cory Joseph）|http://g.hupu.com/nba/players/coryjoseph-3582.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3582.jpg|1.91米/6尺3|PG（5号）|84公斤/185磅|1991-08-20|圣安东尼奥马刺|德克萨斯大学|2011年第1轮第29顺位|加拿大|202万美元|4年545万美元，2011/12/17签，2015夏到期|3|2
10011|杰夫-艾尔斯（Jeff Ayres）|http://g.hupu.com/nba/players/jeffayres-4865.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4865_525.jpg|2.06米/6尺9|F/C（11号）|113公斤/250磅|1987-04-29|圣安东尼奥马刺|亚利桑那州立大学|2009年第2轮第1顺位|美国|182万美元|2年357万，2013/7/11签，2015夏到期|4|4
10012|马特-邦纳（Matt Bonner）|http://g.hupu.com/nba/players/mattbonner-839.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/839.jpg|2.08米/6尺10|PF（15号）|107公斤/235磅|1980-04-05|圣安东尼奥马刺|佛罗里达大学|2003年第2轮第16顺位|美国|144万美元|1年底薪，2014/7/22签，2015夏到期|10|8
10013|凯尔-安德森（Kyle Anderson）|http://g.hupu.com/nba/players/kyleanderson-4917.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4917_324.png|2.06米/6尺9|SF（1号）|104公斤/230磅|1993-09-20|圣安东尼奥马刺|加州大学洛杉矶分校|2014年第1轮第30顺位|美国|109万美元|4年558万，2014/7/13签，2018夏到期，16&amp;17夏球队选项|0|0
10014|奥斯丁-达耶（Austin Daye）|http://g.hupu.com/nba/players/austindaye-3351.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3351.jpg|2.11米/6尺11|F（23号）|100公斤/220磅|1988-06-05|圣安东尼奥马刺|冈萨加大学|2009年第1轮第15顺位|美国|106万美元|2年底薪，2013/8/2签，2015夏到期|9|2
10015|杰迈克尔-格林（JaMychal Green）|http://g.hupu.com/nba/players/jamychalgreen-4869.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4869_272.png|2.03米/6尺8|PF（41号）|109公斤/240磅|1990-06-21|圣安东尼奥马刺|阿拉巴马大学||美国|||0|0
10016|阿隆-贝恩斯（Aron Baynes）|http://g.hupu.com/nba/players/aronbaynes-3761.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3761_587.jpg|2.08米/6尺10|C（16号）|116公斤/255磅|1986-12-09|圣安东尼奥马刺|华盛顿州立大学||新西兰||受限自由球员|2|2
10017|扎克-兰多夫（Zach Randolph）|http://g.hupu.com/nba/players/zachrandolph-165.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/165.jpg|2.06米/6尺9|F/C（50号）|118公斤/260磅|1981-07-16|孟菲斯灰熊|密歇根州立大学|2001年第1轮第19顺位|美国|1650万美元|4年6600万，2011/4/20签，2015夏到期&lt;br&gt;【续约】2年2000万，2014/7/8签，2015夏生效，2017夏到期|15|6
10018|马克-加索尔（Marc Gasol）|http://g.hupu.com/nba/players/marcgasol-1384.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1384.jpg|2.16米/7尺1|C（33号）|120公斤/265磅|1985-01-29|孟菲斯灰熊||2007年第2轮第18顺位|西班牙|1582万美元|4年5785万美元，2011/12/14签，2015夏到期|6|4
10019|迈克-康利（Mike Conley）|http://g.hupu.com/nba/players/mikeconley-1411.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1411.jpg|1.85米/6尺1|PG（11号）|79公斤/175磅|1987-10-11|孟菲斯灰熊|俄亥俄州立大学|2007年第1轮第4顺位|美国|929万美元|5年4000万，2010/11/2签，2016夏到期|7|4
10020|泰肖恩-普林斯（Tayshaun Prince）|http://g.hupu.com/nba/players/tayshaunprince-715.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/715_100.jpg|2.06米/6尺9|F（21号）|98公斤/215磅|1980-02-28|孟菲斯灰熊|肯塔基大学|2002年第1轮第23顺位|美国|770万美元|4年2781万美元，2011/12/10签，2015夏到期|14|9
10021|考特尼-李（Courtney Lee）|http://g.hupu.com/nba/players/courtneylee-3052.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3052_961.jpg|1.96米/6尺5|G/F（5号）|91公斤/200磅|1985-10-03|孟菲斯灰熊|西肯塔基大学|2008年第1轮第22顺位|美国|545万美元|4年2135万，2012/7/21签，2016夏到期|8|3
10022|托尼-阿伦（Tony Allen）|http://g.hupu.com/nba/players/tonyallen-829.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/829.jpg|1.93米/6尺4|G/F（9号）|97公斤/213磅|1982-01-11|孟菲斯灰熊|俄克拉荷马州立大学|2004年第1轮第25顺位|美国|483万美元|4年2000万，2013/7/15签，2017夏到期|10|8
10023|文斯-卡特（Vince Carter）|http://g.hupu.com/nba/players/vincecarter-936.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/936_563.jpg|1.98米/6尺6|G/F（15号）|100公斤/220磅|1977-01-26|孟菲斯灰熊|北卡罗莱纳大学|1998年第1轮第5顺位|美国|391万美元|3年1226万，2014/7/12签，2017夏到期★16-17赛季只有200万美元受保障★合同包含15%交易保证金|20|8
10024|昆西-庞德塞特（Quincy Pondexter）|http://g.hupu.com/nba/players/quincypondexter-3474.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3474.jpg|2.01米/6尺7|G/F（8号）|100公斤/220磅|1988-03-10|孟菲斯灰熊|华盛顿大学|2010年第1轮第26顺位|美国|314万美元|4年1400万，2013/10/31签，2014夏生效，2018夏到期|4|3
10025|科斯塔-库佛斯（Kosta Koufos）|http://g.hupu.com/nba/players/kostakoufos-3078.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3078.jpg|2.13米/7尺0|F/C（41号）|120公斤/265磅|1989-02-24|孟菲斯灰熊|俄亥俄州立大学|2008年第1轮第23顺位|美国|300万美元|3年900万美元，2012/1/26签，2012夏生效，2015夏到期★14-15赛季薪金只有50万受保障|8|5
10026|本诺-尤德里（Beno Udrih）|http://g.hupu.com/nba/players/benoudrih-702.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/702_277.jpg|1.91米/6尺3|PG（19号）|93公斤/205磅|1982-07-05|孟菲斯灰熊||2004年第1轮第28顺位|南斯拉夫|207万美元|2年424万，2014/7/16签，2016夏到期|14|4
10027|乔丹-亚当斯（Jordan Adams）|http://g.hupu.com/nba/players/jordanadams-4950.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4950_877.jpg|1.96米/6尺5|SG（3号）|95公斤/209磅|1994-07-08|孟菲斯灰熊|加州大学洛杉矶分校|2014年第1轮第22顺位|美国|134万美元|4年662万，2014/7/8签，2018夏到期，16&amp;17夏球队选项|0|0
10028|乔恩-洛伊尔（Jon Leuer）|http://g.hupu.com/nba/players/jonleuer-3592.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3592_695.jpg|2.08米/6尺10|F/C（30号）|103公斤/228磅|1989-05-14|孟菲斯灰熊|威斯康星大学|2011年第2轮第10顺位|美国|96万美元|3年290万，2013/7/15签，2016夏到期★15-16赛季无保障|5|2
10029|尼克-卡拉希斯（Nick Calathes）|http://g.hupu.com/nba/players/nickcalathes-3348.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3348_451.jpg|1.98米/6尺6|G（12号）|97公斤/213磅|1989-02-07|孟菲斯灰熊|佛罗里达大学|2009年第2轮第15顺位|美国|81万美元|2年底薪，2013/8/21签，2015夏到期|1|0
10030|贾内尔-斯托克斯（Jarnell Stokes）|http://g.hupu.com/nba/players/jarnellstokes-4951.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4951_896.jpg|2.06米/6尺9|PF（1号）|119公斤/263磅|1994-01-07|孟菲斯灰熊|田纳西大学|2014年第2轮第5顺位|美国||未签约新秀|0|0
10031|德怀特-霍华德（Dwight Howard）|http://g.hupu.com/nba/players/dwighthoward-683.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/683_845.jpg|2.11米/6尺11|F/C（12号）|120公斤/265磅|1985-12-08|休斯顿火箭||2004年第1轮第1顺位|美国|2143万美元|4年8800万，2013/7/13签，2017夏到期，2016夏提前结束合同选项★合同包括15%交易保证金|10|7
10032|詹姆斯-哈登（James Harden）|http://g.hupu.com/nba/players/jamesharden-3306.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3306.jpg|1.96米/6尺5|G/F（13号）|100公斤/220磅|1989-08-26|休斯顿火箭|亚利桑那州立大学|2009年第1轮第3顺位|美国|1472万美元|5年7850万，2012/11/1签，2013夏生效，2018夏到期★17-18赛季薪金只有50%受保障|5|5
10033|特雷沃-阿里扎（Trevor Ariza）|http://g.hupu.com/nba/players/trevorariza-558.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/558_232.jpg|2.03米/6尺8|G/F（1号）|100公斤/220磅|1985-06-30|休斯顿火箭|加州大学洛杉矶分校|2004年第2轮第14顺位|美国|857万美元|4年3200万，2014/7/14签，2018夏到期|14|5
10034|杰森-特里（Jason Terry）|http://g.hupu.com/nba/players/jasonterry-567.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/567_485.jpg|1.88米/6尺2|G（31号）|82公斤/180磅|1977-09-15|休斯顿火箭|亚利桑那大学|1999年第1轮第10顺位|美国|545万美元|3年1567万，2012/7/19签，2015夏到期|15|9
10035|科斯塔斯-帕帕尼古拉乌（Kostas Papanikolaou）|http://g.hupu.com/nba/players/kostaspapanikolaou-4997.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4997_903.jpg|2.03米/6尺8|F（16号）|102公斤/225磅|1990-07-31|休斯顿火箭||2012年第2轮第18顺位|希腊|480万美元|两年940万，2016年夏天到期，2015-16赛季球队选项|0|0
10036|厄尔-克拉克（Earl Clark）|http://g.hupu.com/nba/players/earlclark-3329.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3329_519.jpg|2.08米/6尺10|F（7号）|106公斤/234磅|1988-01-17|休斯顿火箭|路易斯维尔大学|2009年第1轮第14顺位|美国|425万美元|2年850万，2013/7/13签，2015夏到期，2014夏球队选项|9|4
10037|特伦斯-琼斯（Terrence Jones）|http://g.hupu.com/nba/players/terrencejones-3655.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3655.jpg|2.06米/6尺9|F（6号）|114公斤/252磅|1992-01-09|休斯顿火箭|肯塔基大学|2012年第1轮第18顺位|美国|161万美元|4年714万，2012/7/26签，2016夏到期，2015夏球队选项|2|2
10038|多纳塔斯-莫蒂埃尤纳斯（Donatas Motiejunas）|http://g.hupu.com/nba/players/donatasmotiejunas-3573.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3573.jpg|2.13米/7尺0|F（20号）|101公斤/222磅|1990-09-20|休斯顿火箭||2011年第1轮第20顺位|苏联|148万美元|4年550万，2012/7/12签，2016夏到期，2015夏球队选项|2|1
10039|弗朗西斯科-加西亚（Francisco Garcia）|http://g.hupu.com/nba/players/franciscogarcia-1178.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1178_636.jpg|2.01米/6尺7|G/F（32号）|88公斤/195磅|1981-12-31|休斯顿火箭|路易斯维尔大学|2005年第1轮第23顺位|Dominican Republic|126万美元|2年底薪，2013/8/1签，2015夏到期，2014夏球员选项|11|3
10040|伊斯梅尔-史密斯（Ish Smith）|http://g.hupu.com/nba/players/ishsmith-3516.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3516_861.png|1.83米/6尺0|PG（5号）|79公斤/175磅|1988-07-05|休斯顿火箭|维克森林大学||美国|95万美元|3年285万，2012/8/16签，2015夏到期★14-15赛季无保障|10|3
10041|帕特里克-贝弗利（Patrick Beverley）|http://g.hupu.com/nba/players/patrickbeverley-3393.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3393_835.jpg|1.85米/6尺1|G（2号）|84公斤/185磅|1988-07-12|休斯顿火箭|阿肯色大学|2009年第2轮第12顺位|美国|91万美元|3年底薪，2013/1/7签，2015夏到期★14-15赛季无保障|2|2
10042|杰夫-阿德里恩（Jeff Adrien）|http://g.hupu.com/nba/players/jeffadrien-3525.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3525_835.jpg|2.01米/6尺7|F（4号）|111公斤/245磅|1986-02-10|休斯顿火箭|康涅狄格大学||美国|91万美元|2年底薪，2012/12/10签，2014夏到期★13-14赛季无保障|6|0
10043|特洛伊-丹尼尔斯（Troy Daniels）|http://g.hupu.com/nba/players/troydaniels-4884.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4884_478.jpg|1.93米/6尺4|PG（30号）|93公斤/204磅|1991-07-15|休斯顿火箭|弗吉尼亚大学||美国|81万美元|2年底薪，2014/7/15签，2016夏到期|1|1
10044|以赛亚-卡南（Isaiah Canaan）|http://g.hupu.com/nba/players/isaiahcanaan-4799.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4799.jpg|1.83米/6尺0|PG（0号）|85公斤/188磅|1991-05-21|休斯顿火箭|莫瑞州立大学|2013年第2轮第4顺位|美国|81万美元|3年233万，2013/7/20签，2016夏到期★15-16赛季部分保障|1|0
10045|罗伯特-科温顿（Robert Covington）|http://g.hupu.com/nba/players/robertcovington-4851.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4851.jpg|2.06米/6尺9|PF（33号）|98公斤/215磅|1990-12-14|休斯顿火箭|田纳西州立大学||美国|81万美元|3年底薪，2013/7/13签，2015夏到期★14-15赛季部分保障，15-16赛季无保障|1|0
10046|克林特-卡佩拉（Clint Capela）|http://g.hupu.com/nba/players/clintcapela-4908.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4908_849.jpg|2.08米/6尺10|PF（15号）|111公斤/245磅|1994-05-18|休斯顿火箭||2014年第1轮第25顺位|瑞士||未签约新秀|0|0
10047|尼克-约翰逊（Nick Johnson）|http://g.hupu.com/nba/players/nickjohnson-4909.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4909_494.png|1.91米/6尺3|SG（3号）|91公斤/200磅|1992-12-22|休斯顿火箭|亚利桑那大学|2014年第2轮第12顺位|美国||未签约新秀|0|0
10048|乔伊-多西（Joey Dorsey）|http://g.hupu.com/nba/players/joeydorsey-4971.html||2.03米/6尺8|F/C（8号）|122公斤/268磅|1983-12-16|休斯顿火箭|孟菲斯大学|2008年第2轮第3顺位|美国|||5|0
10049|塔里克-布雷克（Tarik Black）|http://g.hupu.com/nba/players/tarikblack-4985.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4985_899.jpg|2.11米/6尺11|PF（10号）|113公斤/250磅|1991-11-22|休斯顿火箭|堪萨斯大学||美国|||0|0
10050|Geron Johnson（Geron Johnson）|http://g.hupu.com/nba/players/geronjohnson-5046.html||1.91米/6尺3|SG（57号）|92公斤/203磅|1992-08-09|休斯顿火箭|孟菲斯大学||美国|||0|0
10051|钱德勒-帕森斯（Chandler Parsons）|http://g.hupu.com/nba/players/chandlerparsons-3584.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3584_274.png|2.06米/6尺9|F（25号）|103公斤/227磅|1988-10-25|达拉斯小牛|佛罗里达大学|2011年第2轮第8顺位|美国|1470万美元|3年4608万，2014/7/16签，2017夏到期，2016夏球员选项|3|2
10052|泰森-钱德勒（Tyson Chandler）|http://g.hupu.com/nba/players/tysonchandler-326.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/326_355.jpg|2.16米/7尺1|C（6号）|111公斤/245磅|1982-10-02|达拉斯小牛||2001年第1轮第2顺位|美国|1459万美元|4年5658万美元，2011/12/11签，2015夏到期|13|8
10053|查理-维兰纽瓦（Charlie Villanueva）|http://g.hupu.com/nba/players/charlievillanueva-1039.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/1039_636.jpg|2.11米/6尺11|PF（3号）|105公斤/232磅|1984-08-24|达拉斯小牛|康涅狄格大学|2005年第1轮第7顺位|美国|858万美元|5年3770万，2009/7/8签，2014夏到期|9|0
10054|蒙塔-埃利斯（Monta Ellis）|http://g.hupu.com/nba/players/montaellis-1111.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/1111_456.jpg|1.91米/6尺3|G（11号）|84公斤/185磅|1985-10-26|达拉斯小牛||2005年第2轮第10顺位|美国|836万美元|3年2500万，2013/7/23签，2016夏到期，2015夏球员选项|11|3
10055|德克-诺维茨基（Dirk Nowitzki）|http://g.hupu.com/nba/players/dirknowitzki-940.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/940.jpg|2.13米/7尺0|F/C（41号）|111公斤/245磅|1978-06-19|达拉斯小牛||1998年第1轮第9顺位|西德|797万美元|3年2500万，2014/7/16签，2017夏到期★拥有不可交易条款|16|13
10056|布兰登-赖特（Brandan Wright）|http://g.hupu.com/nba/players/brandanwright-1238.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1238.jpg|2.08米/6尺10|F/C（34号）|109公斤/240磅|1987-10-05|达拉斯小牛|北卡罗莱纳大学|2007年第1轮第8顺位|美国|500万美元|2年1000万，2013/7/25签，2015夏到期|8|2
10057|德文-哈里斯（Devin Harris）|http://g.hupu.com/nba/players/devinharris-480.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/480_437.jpg|1.91米/6尺3|G（20号）|84公斤/185磅|1983-02-27|达拉斯小牛|威斯康星大学|2004年第1轮第5顺位|美国|388万美元|4年1650万，2014/7/18签，2018夏到期★17-18赛季部分保障|14|6
10058|雷蒙德-费尔顿（Raymond Felton）|http://g.hupu.com/nba/players/raymondfelton-1045.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1045_996.jpg|1.85米/6尺1|G（2号）|93公斤/205磅|1984-06-26|达拉斯小牛|北卡罗莱纳大学|2005年第1轮第5顺位|美国|379万美元|4年1486万，2012/7/16签，2016夏到期，2015夏球员选项|11|3
10059|贾米尔-尼尔森（Jameer Nelson）|http://g.hupu.com/nba/players/jameernelson-686.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/686_850.jpg|1.83米/6尺0|PG（14号）|86公斤/190磅|1982-02-09|达拉斯小牛|圣约瑟夫学院|2004年第1轮第20顺位|美国|273万美元|2年560万，2014/7/25签，2016夏到期★15-16赛季球员选项|10|6
10060|理查德-杰弗森（Richard Jefferson）|http://g.hupu.com/nba/players/richardjefferson-67.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/67_135.png|2.01米/6尺7|SF（24号）|106公斤/234磅|1980-06-21|达拉斯小牛|亚利桑那大学|2001年第1轮第13顺位|美国|144万美元|1年底薪，2010/7/21签，2015夏到期|15|9
10061|艾尔-法鲁克-阿米奴（Al-Farouq Aminu）|http://g.hupu.com/nba/players/alfarouqaminu-3456.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3456_616.jpg|2.06米/6尺9|SF（7号）|98公斤/215磅|1990-09-21|达拉斯小牛|维克森林大学|2010年第1轮第8顺位|美国|98万美元|两年208万，2015-16赛季球员选项，2017年夏天到期|4|0
10062|格雷格-史密斯（Greg Smith）|http://g.hupu.com/nba/players/gregsmith-3631.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3631_722.jpg|2.08米/6尺10|F/C（4号）|113公斤/250磅|1991-01-08|达拉斯小牛|加利福尼亚州立大学弗雷斯诺分校||美国|94万美元|2年底薪，2014/4/10签，2015夏到期|3|1
10063|杰-克劳德（Jae Crowder）|http://g.hupu.com/nba/players/jaecrowder-3671.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3671.jpg|1.98米/6尺6|F（9号）|107公斤/235磅|1990-07-06|达拉斯小牛|马奎特大学|2012年第2轮第4顺位|美国|91万美元|3年230万，2012/7/21签，2015夏到期|2|1
10064|里卡多-莱多（Ricky Ledo）|http://g.hupu.com/nba/players/rickyledo-4793.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4793.jpg|2.01米/6尺7|SG（1号）|91公斤/200磅|1992-09-10|达拉斯小牛|普罗维登斯学院|2013年第2轮第13顺位|美国|81万美元|4年332万，2013/7/24签，2017夏到期★15-16赛季与16-17赛季无保障|1|0
10065|贾勒-梅克尔（Gal Mekel）|http://g.hupu.com/nba/players/galmekel-4795.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4795.jpg|1.91米/6尺3|G（33号）|92公斤/202磅|1988-03-04|达拉斯小牛|威奇塔州立大学||以色列|81万美元|3年底薪，2013/7/11签，2016夏到期|1|0
10066|埃里克-戈登（Eric Gordon）|http://g.hupu.com/nba/players/ericgordon-3015.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3015_444.jpg|1.93米/6尺4|SG（10号）|98公斤/215磅|1988-12-25|新奥尔良鹈鹕|印第安纳大学|2008年第1轮第7顺位|美国|1489万美元|4年5836万，2012/7/12签，2016夏到期，2015夏球员选项|6|0
10067|泰瑞克-埃文斯（Tyreke Evans）|http://g.hupu.com/nba/players/tyrekeevans-3349.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3349_754.jpg|1.98米/6尺6|G/F（1号）|100公斤/220磅|1989-09-19|新奥尔良鹈鹕|孟菲斯大学|2009年第1轮第4顺位|美国|1076万美元|4年4398万，2013/7/10签，2017夏到期|5|0
10068|朱-霍勒迪（Jrue Holiday）|http://g.hupu.com/nba/players/jrueholiday-3346.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3346_476.jpg|1.93米/6尺4|PG（11号）|93公斤/205磅|1990-06-12|新奥尔良鹈鹕|加州大学洛杉矶分校|2009年第1轮第17顺位|美国|990万美元|4年4100万，2012/11/1签，2013夏生效，2017夏到期|5|2
10069|莱恩-安德森（Ryan Anderson）|http://g.hupu.com/nba/players/ryananderson-3046.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3046_409.jpg|2.08米/6尺10|F/C（33号）|109公斤/240磅|1988-05-06|新奥尔良鹈鹕|加利福尼亚大学|2008年第1轮第21顺位|美国|849万美元|4年3400万，2012/7/12签，2016夏到期|6|3
10070|欧米尔-阿西克（Omer Asik）|http://g.hupu.com/nba/players/omerasik-3068.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3068_588.jpg|2.13米/7尺0|F/C（3号）|116公斤/255磅|1986-07-04|新奥尔良鹈鹕||2008年第2轮第6顺位|土耳其|837万美元|3年2512万，2012/7/23签，2015夏到期|4|4
10071|约翰-萨尔蒙斯（John Salmons）|http://g.hupu.com/nba/players/johnsalmons-775.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/775_473.jpg|1.98米/6尺6|G/F（15号）|94公斤/207磅|1979-12-12|新奥尔良鹈鹕|佛罗里达迈阿密大学|2002年第1轮第26顺位|美国|758万美元|5年4000万，2010/7/8签，2015夏到期★若在2014/7/1前被裁，其14-15赛季薪金只有100万受保障|18|5
10072|安东尼-戴维斯（Anthony Davis）|http://g.hupu.com/nba/players/anthonydavis-3638.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3638_689.jpg|2.08米/6尺10|F/C（23号）|100公斤/220磅|1993-03-11|新奥尔良鹈鹕|肯塔基大学|2012年第1轮第1顺位|美国|560万美元|4年2320万，2012/7/19签，2016夏到期，2015夏球队选项|2|0
10073|奥斯汀-里弗斯（Austin Rivers）|http://g.hupu.com/nba/players/austinrivers-3647.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3647_813.jpg|1.93米/6尺4|G（25号）|91公斤/200磅|1992-08-01|新奥尔良鹈鹕|杜克大学|2012年第1轮第10顺位|美国|243万美元|4年1013万，2012/7/19签，2016夏到期，2015夏球队选项|2|0
10074|卢克-巴比特（Luke Babbitt）|http://g.hupu.com/nba/players/lukebabbitt-3464.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/3464.jpg|2.06米/6尺9|SF（8号）|98公斤/217磅|1989-06-20|新奥尔良鹈鹕|内华达大学|2010年第1轮第16顺位|美国|98万美元|2年底薪，2014/2/4签，2015夏到期★无保障合同|4|0
10075|阿莱克西-阿金萨（Alexis Ajinca）|http://g.hupu.com/nba/players/alexisajinca-3060.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3060.jpg|2.13米/7尺0|F/C（42号）|112公斤/248磅|1988-05-06|新奥尔良鹈鹕||2008年第1轮第20顺位|法国|98万美元|2年底薪，2013/12/21签，2015夏到期|6|0
