ID|name|个人网址|个人头像|身高|位置|体重|生日|球队|学校|选秀|出生地|本赛季薪金|合同|常规赛参加情况|季后赛参加情况
10332|德马雷-卡罗尔（DeMarre Carroll）|http://g.hupu.com/nba/players/demarrecarroll-3387.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3387_393.jpg|2.03米/6尺8|F（5号）|96公斤/212磅|1986-07-27|亚特兰大老鹰|密苏里大学|2009年第1轮第27顺位|美国|244万美元|2年500万，2013/8/3签，2015夏到期|9|2
10333|丹尼斯-施罗德（Dennis Schroder）|http://g.hupu.com/nba/players/dennisschroder-4776.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4776_988.jpg|1.85米/6尺1|PG（17号）|76公斤/168磅|1993-09-15|亚特兰大老鹰||2013年第1轮第17顺位|德国|169万美元|4年750万，2013/7/7签，2017夏到期，15&amp;16夏球队选项|1|1
10334|约翰-詹金斯（John Jenkins）|http://g.hupu.com/nba/players/johnjenkins-3660.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3660.jpg|1.93米/6尺4|G/F（12号）|98公斤/215磅|1991-03-06|亚特兰大老鹰|范德堡大学|2012年第1轮第23顺位|美国|131万美元|4年600万，2012/7/11签，2016夏到期，2015夏球队选项|2|1
10335|佩罗-安蒂奇（Pero Antic）|http://g.hupu.com/nba/players/peroantic-4778.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4778.jpg|2.11米/6尺11|C（6号）|108公斤/238磅|1982-07-29|亚特兰大老鹰|||南斯拉夫|125万美元|2年245万，2013/7/25签，2015夏到期★14-15赛季无保障|1|1
10336|迈克-穆斯卡拉（Mike Muscala）|http://g.hupu.com/nba/players/mikemuscala-4777.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/4777_289.jpg|2.11米/6尺11|C（31号）|108公斤/239磅|1991-07-01|亚特兰大老鹰|Bucknell|2013年第2轮第14顺位|美国|81万美元|3年底薪，2014/2/28签，2016夏到期★部分保障合同|1|1
10337|肯特-贝兹莫尔（Kent Bazemore）|http://g.hupu.com/nba/players/kentbazemore-4863.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/4863.jpg|1.96米/6尺5|G/F（24号）|91公斤/201磅|1989-07-01|亚特兰大老鹰|老道明大学||美国|78万美元|2年底薪，2012/7/27签，2014夏到期★13-14赛季无保障|4|1
10338|谢尔文-麦克（Shelvin Mack）|http://g.hupu.com/nba/players/shelvinmack-3588.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3588_558.jpg|1.91米/6尺3|PG（8号）|94公斤/207磅|1990-04-22|亚特兰大老鹰|巴特勒大学|2011年第2轮第4顺位|美国||受限自由球员|6|2
10339|阿德里安-佩恩（Adreian Payne）|http://g.hupu.com/nba/players/adreianpayne-4921.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/4921_404.jpg|2.08米/6尺10|PF（33号）|111公斤/245磅|1991-02-19|亚特兰大老鹰|密歇根州立大学|2014年第1轮第15顺位|美国||未签约新秀|0|0
10340|迈克-斯科特（Mike Scott）|http://g.hupu.com/nba/players/mikescott-3680.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3680.jpg|2.03米/6尺8|PF（32号）|107公斤/237磅|1988-07-16|亚特兰大老鹰|弗吉尼亚大学|2012年第2轮第13顺位|美国||受限自由球员|2|2
10341|约翰-沃尔（John Wall）|http://g.hupu.com/nba/players/johnwall-3449.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3449.jpg|1.93米/6尺4|PG（2号）|88公斤/195磅|1990-09-06|华盛顿奇才|肯塔基大学|2010年第1轮第1顺位|美国|1474万美元|5年8478万，2013/8/1签，2014夏生效，2019夏到期|4|1
10342|内内（Nene Hilario）|http://g.hupu.com/nba/players/nenehilario-253.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/253.jpg|2.11米/6尺11|F/C（42号）|113公斤/250磅|1982-09-13|华盛顿奇才||2002年第1轮第7顺位|巴西|1300万美元|5年6700万美元，2011/12/14签，2016夏到期|14|8
10343|马尔钦-戈塔特（Marcin Gortat）|http://g.hupu.com/nba/players/marcingortat-1447.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/1447_839.jpg|2.11米/6尺11|C（4号）|109公斤/240磅|1984-02-17|华盛顿奇才||2005年第2轮第27顺位|波兰|1043万美元|5年6000万，2014/7/10签，2019夏到期|9|4
10344|马泰尔-韦伯斯特（Martell Webster）|http://g.hupu.com/nba/players/martellwebster-1034.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1034.jpg|2.01米/6尺7|G/F（9号）|107公斤/235磅|1986-12-04|华盛顿奇才||2005年第1轮第6顺位|美国|538万美元|4年2200万，2013/7/10签，2017夏到期|9|2
10345|保罗-皮尔斯（Paul Pierce）|http://g.hupu.com/nba/players/paulpierce-35.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/35_522.jpg|2.01米/6尺7|F（34号）|107公斤/235磅|1977-10-13|华盛顿奇才|堪萨斯大学|1998年第1轮第10顺位|美国|530万美元|2年1084万，2014/7/16签，2016夏到期，2015夏球员选项|16|11
10346|安德烈-米勒（Andre Miller）|http://g.hupu.com/nba/players/andremiller-254.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/254_319.jpg|1.88米/6尺2|G（24号）|91公斤/200磅|1976-03-19|华盛顿奇才|犹他大学|1999年第1轮第8顺位|美国|462万美元|3年1460万美元，2012/7/12签，2015夏到期|19|10
10347|布拉德利-比尔（Bradley Beal）|http://g.hupu.com/nba/players/bradleybeal-3640.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3640.jpg|1.96米/6尺5|SG（3号）|94公斤/207磅|1993-06-28|华盛顿奇才|佛罗里达大学|2012年第1轮第3顺位|美国|450万美元|4年1865万，2012/7/9签，2016夏到期，2015夏球队选项|2|1
10348|奥托-波特（Otto Porter Jr.）|http://g.hupu.com/nba/players/ottoporterjr-4838.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4838.jpg|2.03米/6尺8|SF（22号）|93公斤/205磅|1993-06-03|华盛顿奇才|乔治城大学|2013年第1轮第3顺位|美国|447万美元|4年1930万，2013/7/8签，2017夏到期，15&amp;16夏球队选项|1|1
10349|科里斯-亨弗里斯（Kris Humphries）|http://g.hupu.com/nba/players/krishumphries-739.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/739_900.png|2.06米/6尺9|F/C（43号）|107公斤/235磅|1985-02-06|华盛顿奇才|明尼苏达大学|2004年第1轮第14顺位|美国|425万美元|3年1300万，2014/7/19签，2017夏到期，2016夏球队选项|12|3
10350|德胡安-布莱尔（DeJuan Blair）|http://g.hupu.com/nba/players/dejuanblair-3316.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3316_879.jpg|2.01米/6尺7|F/C（45号）|118公斤/260磅|1989-04-22|华盛顿奇才|匹兹堡大学|2009年第2轮第7顺位|美国|200万美元|3年600万，2014/7/17签，2017夏到期，2016夏球队选项|5|5
10351|德鲁-古登（Drew Gooden）|http://g.hupu.com/nba/players/drewgooden-844.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/844.jpg|2.08米/6尺10|F/C（90号）|113公斤/250磅|1981-09-24|华盛顿奇才|堪萨斯大学|2002年第1轮第4顺位|美国|144万美元|1年底薪，2014/7/15签，2015夏到期|21|5
10352|拉素尔-巴特勒（Rasual Butler）|http://g.hupu.com/nba/players/rasualbutler-1078.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1078_818.jpg|2.01米/6尺7|G/F（8号）|100公斤/220磅|1979-05-23|华盛顿奇才|拉塞尔大学|2002年第2轮第24顺位|美国|140万美元|1年底薪，2013/9/5签，2014夏到期★无保障合同|13|5
10353|加莱特-坦普尔（Garrett Temple）|http://g.hupu.com/nba/players/garretttemple-3440.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3440_486.jpg|1.98米/6尺6|G（17号）|88公斤/195磅|1986-05-08|华盛顿奇才|路易斯安那州立大学||美国|88万美元|1年90万，2013/7/10签，2014夏到期|10|2
10354|小格伦-莱斯（Glen Rice Jr.）|http://g.hupu.com/nba/players/glenricejr-4839.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4839_313.jpg|1.98米/6尺6|G/F（14号）|98公斤/215磅|1991-01-01|华盛顿奇才|乔治亚理工大学|2013年第2轮第5顺位|美国|81万美元|2年底薪，2013/7/8签，2015夏到期★部分保障合同|1|0
10355|凯文-塞拉芬（Kevin Seraphin）|http://g.hupu.com/nba/players/kevinseraphin-3465.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/3465.jpg|2.06米/6尺9|F/C（13号）|125公斤/275磅|1989-12-07|华盛顿奇才||2010年第1轮第17顺位|法国||受限自由球员|4|1
10356|艾尔-杰弗森（Al Jefferson）|http://g.hupu.com/nba/players/aljefferson-827.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/827_978.jpg|2.08米/6尺10|F/C（25号）|131公斤/289磅|1985-01-04|夏洛特黄蜂||2004年第1轮第15顺位|美国|1350万美元|3年4050万，2013/7/10签，2016夏到期，2015夏球员选项|10|3
10357|兰斯-史蒂芬森（Lance Stephenson）|http://g.hupu.com/nba/players/lancestephenson-3488.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3488_338.png|1.96米/6尺5|G/F（1号）|103公斤/227磅|1990-09-05|夏洛特黄蜂|辛辛那提大学|2010年第2轮第10顺位|美国|900万美元|3年2750万，2014/7/20签，2017夏到期，2016夏球队选项|4|3
10358|马文-威廉姆斯（Marvin Williams）|http://g.hupu.com/nba/players/marvinwilliams-1054.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1054_357.png|2.06米/6尺9|F（2号）|107公斤/237磅|1986-06-19|夏洛特黄蜂|北卡罗莱纳大学|2005年第1轮第2顺位|美国|700万美元|2年1400万，2014/7/22签，2016夏到期|9|5
10359|杰拉德-亨德森（Gerald Henderson）|http://g.hupu.com/nba/players/geraldhenderson-3308.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3308.jpg|1.96米/6尺5|G/F（9号）|98公斤/215磅|1987-12-09|夏洛特黄蜂|杜克大学|2009年第1轮第12顺位|美国|600万美元|3年1800万，2013/7/30签，2016夏到期，2015夏球员选项|5|1
10360|迈克尔-基德-吉尔克里斯特（Michael Kidd-Gilchrist）|http://g.hupu.com/nba/players/michaelkiddgilchrist-3639.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3639.jpg|2.01米/6尺7|SF（14号）|105公斤/232磅|1993-09-26|夏洛特黄蜂|肯塔基大学|2012年第1轮第2顺位|美国|501万美元|4年2076万，2012/7/8签，2016夏到期，2015夏球队选项|2|1
10361|科迪-泽勒（Cody Zeller）|http://g.hupu.com/nba/players/codyzeller-4842.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4842.jpg|2.13米/7尺0|F/C（40号）|109公斤/240磅|1992-10-05|夏洛特黄蜂|印第安纳大学|2013年第1轮第4顺位|美国|403万美元|4年1740万，2013/7/11签，2017夏到期，15&amp;16夏球队选项|1|1
10362|俾斯麦-比永博（Bismack Biyombo）|http://g.hupu.com/nba/players/bismackbiyombo-3560.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3560.jpg|2.06米/6尺9|C（8号）|111公斤/245磅|1992-08-28|夏洛特黄蜂||2011年第1轮第7顺位|刚果|387万美元|4年1092万美元，2011/12/19签，2015夏到期|3|1
10363|肯巴-沃克（Kemba Walker）|http://g.hupu.com/nba/players/kembawalker-3562.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3562.jpg|1.85米/6尺1|PG（15号）|83公斤/184磅|1990-05-08|夏洛特黄蜂|康涅狄格大学|2011年第1轮第9顺位|美国|327万美元|4年1105万美元，2011/12/11签，2015夏到期|3|1
10364|加里-尼尔（Gary Neal）|http://g.hupu.com/nba/players/garyneal-3512.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3512_150.jpg|1.93米/6尺4|G（12号）|95公斤/210磅|1984-10-03|夏洛特黄蜂|陶森大学||美国|325万美元|2年650万，2013/7/30签，2015夏到期|6|4
10365|布莱恩-罗伯茨（Brian Roberts）|http://g.hupu.com/nba/players/brianroberts-3713.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/3713_269.png|1.85米/6尺1|G（22号）|78公斤/173磅|1985-12-03|夏洛特黄蜂|戴顿大学||美国|273万美元|2年558万，2014/7/24签，2016夏到期|2|0
10366|杰森-马克希尔（Jason Maxiell）|http://g.hupu.com/nba/players/jasonmaxiell-1044.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1044_931.jpg|2.01米/6尺7|PF（54号）|118公斤/260磅|1983-02-18|夏洛特黄蜂|辛辛那提大学|2005年第1轮第26顺位|美国|250万美元|2年500万，2013/7/17签，2015夏到期，2014夏球队选项|9|3
10367|简奈罗-帕戈（Jannero Pargo）|http://g.hupu.com/nba/players/janneropargo-336.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/336_843.jpg|1.85米/6尺1|PG（5号）|84公斤/185磅|1979-10-22|夏洛特黄蜂|阿肯色大学||美国|140万美元|1年底薪，2013/8/10签，2014夏到期|16|7
10368|杰夫-泰勒（Jeffery Taylor）|http://g.hupu.com/nba/players/jefferytaylor-3668.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3668.jpg|2.01米/6尺7|G/F（44号）|102公斤/225磅|1989-05-23|夏洛特黄蜂|范德堡大学|2012年第2轮第1顺位|瑞典|91万美元|3年228万，2012/7/14签，2015夏到期|2|0
10369|诺阿-冯莱（Noah Vonleh）|http://g.hupu.com/nba/players/noahvonleh-4965.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4965_735.png|2.08米/6尺10|PF（11号）|109公斤/240磅|1995-08-24|夏洛特黄蜂|印第安纳大学|2014年第1轮第9顺位|美国||未签约新秀|0|0
10370|PJ-海尔斯顿（P.J. Hairston）|http://g.hupu.com/nba/players/pjhairston-4966.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4966_895.jpg|1.98米/6尺6|SG（19号）|100公斤/220磅|1992-12-24|夏洛特黄蜂|北卡罗莱纳大学|2014年第1轮第26顺位|美国||未签约新秀|0|0
10371|克里斯-波什（Chris Bosh）|http://g.hupu.com/nba/players/chrisbosh-419.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/419.jpg|2.11米/6尺11|F/C（1号）|107公斤/235磅|1984-03-24|迈阿密热火|乔治亚理工大学|2003年第1轮第4顺位|美国|2064万美元|五年1.18亿美元，将于2019年夏天成为自由球员|11|6
10372|德维恩-韦德（Dwyane Wade）|http://g.hupu.com/nba/players/dwyanewade-50.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/50.jpg|1.93米/6尺4|G（3号）|100公斤/220磅|1982-01-17|迈阿密热火|马奎特大学|2003年第1轮第5顺位|美国|1500万美元|2年3112万，2014/7/16签，2016夏到期，2015夏球员选项★拥有不可交易条款|11|10
10373|洛尔-邓（Luol Deng）|http://g.hupu.com/nba/players/luoldeng-545.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/545_955.jpg|2.06米/6尺9|F（9号）|100公斤/220磅|1985-04-16|迈阿密热火|杜克大学|2004年第1轮第7顺位|Sudan|971万美元|2年1986万，2014/7/16签，2016夏到期|12|6
10374|克里斯-安德森（Chris Andersen）|http://g.hupu.com/nba/players/chrisandersen-526.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/526_965.jpg|2.08米/6尺10|F/C（11号）|111公斤/245磅|1978-07-07|迈阿密热火|Blinn (TX) JC||美国|538万美元|两年1037万，2016年夏天到期|12|6
10375|约什-麦克罗伯茨（Josh McRoberts）|http://g.hupu.com/nba/players/joshmcroberts-1214.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/1214_737.jpg|2.08米/6尺10|F/C（4号）|109公斤/240磅|1987-02-28|迈阿密热火|杜克大学|2007年第2轮第7顺位|美国|530万美元|4年2265万美元，2014/7/15签，2018夏到期，2017夏球员选项|9|3
10376|马里奥-钱莫斯（Mario Chalmers）|http://g.hupu.com/nba/players/mariochalmers-3040.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3040.jpg|1.88米/6尺2|PG（15号）|86公斤/190磅|1986-05-19|迈阿密热火|堪萨斯大学|2008年第2轮第4顺位|美国|400万美元|2年830万美元，2014/7/16签，2016夏到期|6|6
10377|犹多尼斯-哈斯勒姆（Udonis Haslem）|http://g.hupu.com/nba/players/udonishaslem-54.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/54.jpg|2.03米/6尺8|PF（40号）|107公斤/235磅|1980-06-09|迈阿密热火|佛罗里达大学||美国|270万美元|2年560万，2014/7/19签，2016夏到期|11|10
10378|丹尼-格兰杰（Danny Granger）|http://g.hupu.com/nba/players/dannygranger-1042.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/1042_211.jpg|2.06米/6尺9|SF（22号）|101公斤/222磅|1983-04-20|迈阿密热火|新墨西哥大学|2005年第1轮第17顺位|美国|207万美元|2年424，2014/7/15签，2016夏到期，2015夏球员选项|11|4
10379|诺里斯-科尔（Norris Cole）|http://g.hupu.com/nba/players/norriscole-3581.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/1/3581.jpg|1.88米/6尺2|PG（30号）|79公斤/175磅|1988-10-13|迈阿密热火|克利夫兰州立大学|2011年第1轮第28顺位|美国|203万美元|4年549万美元，2011/12/12签，2015夏到期|3|3
10380|香农-布朗（Shannon Brown）|http://g.hupu.com/nba/players/shannonbrown-1248.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/1248.jpg|1.91米/6尺3|SG（26号）|98公斤/215磅|1985-11-29|迈阿密热火|密歇根州立大学|2006年第1轮第25顺位|美国|131万美元|2年底薪，2014/3/21签，2015夏到期★无保障合同|14|4
10381|沙巴兹-内皮尔（Shabazz Napier）|http://g.hupu.com/nba/players/shabazznapier-4910.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/4910_298.png|1.85米/6尺1|PG（13号）|79公斤/175磅|1991-07-14|迈阿密热火|康涅狄格大学|2014年第1轮第24顺位|美国|124万美元|四年624万，2018年夏天到期，2016-17、2017-18赛季球队选项|0|0
10382|肖恩-威廉姆斯（Shawne Williams）|http://g.hupu.com/nba/players/shawnewilliams-1245.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/1245_630.jpg|2.08米/6尺10|F（43号）|104公斤/230磅|1986-02-16|迈阿密热火|孟菲斯大学|2006年第1轮第17顺位|美国|123万美元|两年249万，第二年非保障，2016年夏天到期|6|1
10383|贾斯汀-汉密尔顿（Justin Hamilton）|http://g.hupu.com/nba/players/justinhamilton-3682.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3682_334.jpg|2.13米/7尺0|C（7号）|116公斤/255磅|1990-04-01|迈阿密热火|路易斯安那州立大学|2012年第2轮第15顺位|美国|81万美元|2年底薪，2014/3/14签，2015夏到期★无保障合同|3|0
10384|詹姆斯-恩尼斯（James Ennis）|http://g.hupu.com/nba/players/jamesennis-4804.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4804_995.jpg|2.01米/6尺7|G/F（32号）|95公斤/210磅|1990-07-01|迈阿密热火|Long Beach State|2013年第2轮第20顺位|美国|50万美元|3年底薪，2014/7/16签，2017夏到期★部分保障合同|0|0
10385|安德烈-道金斯（Andre Dawkins）|http://g.hupu.com/nba/players/andredawkins-4999.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4999_108.png|1.93米/6尺4|SG（24号）|93公斤/206磅|1991-09-19|迈阿密热火|杜克大学||美国|||0|0
10386|钱宁-弗莱（Channing Frye）|http://g.hupu.com/nba/players/channingfrye-1029.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/1029_972.png|2.11米/6尺11|F/C（8号）|116公斤/255磅|1983-05-17|奥兰多魔术|亚利桑那大学|2005年第1轮第8顺位|美国|857万美元|4年3200万，2014/7/15签，2018夏到期|8|2
10387|维克托-奥拉迪波（Victor Oladipo）|http://g.hupu.com/nba/players/victoroladipo-4819.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4819_936.jpg|1.93米/6尺4|G（5号）|95公斤/210磅|1992-05-04|奥兰多魔术|印第安纳大学|2013年第1轮第2顺位|美国|497万美元|4年2138万，2013/7/7签，2017夏到期，15&amp;16夏球队选项|1|0
10388|本-戈登（Ben Gordon）|http://g.hupu.com/nba/players/bengordon-543.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/3/543_950.png|1.91米/6尺3|SG（7号）|93公斤/205磅|1983-04-04|奥兰多魔术|康涅狄格大学|2004年第1轮第3顺位|英格兰|450万美元|2年900万，2014/7/11签，2016夏到期★15-16赛季无保障|10|4
10389|阿龙-戈登（Aaron Gordon）|http://g.hupu.com/nba/players/aarongordon-4944.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/4944_410.jpg|2.06米/6尺9|PF（00号）|100公斤/220磅|1995-09-16|奥兰多魔术|亚利桑那大学|2014年第1轮第4顺位|美国|399万美元|4年1801万，2014/7/2签，2018夏到期，16&amp;17夏球队选项|0|0
10390|卢克-里德诺（Luke Ridnour）|http://g.hupu.com/nba/players/lukeridnour-205.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/205_485.jpg|1.88米/6尺2|G（13号）|79公斤/175磅|1981-02-13|奥兰多魔术|俄勒冈大学|2003年第1轮第14顺位|美国|275万美元|两年550万，2015-16部分保障，2016年夏天到期|13|3
10391|尼古拉-武切维奇（Nikola Vucevic）|http://g.hupu.com/nba/players/nikolavucevic-3569.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/3569.jpg|2.13米/7尺0|F/C（9号）|118公斤/260磅|1990-10-24|奥兰多魔术|南加利福尼亚大学|2011年第1轮第16顺位|瑞士|275万美元|4年820万美元，2011/12/13签，2015夏到期|3|1
10392|埃尔弗里德-佩顿（Elfrid Payton）|http://g.hupu.com/nba/players/elfridpayton-4945.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/4945_359.png|1.93米/6尺4|PG（4号）|84公斤/185磅|1994-02-22|奥兰多魔术|Louisiana-Lafayette|2014年第1轮第10顺位|美国|239万美元|4年1084万，2014/7/2签，2018夏到期，16&amp;17夏球队选项|0|0
10393|托拜厄斯-哈里斯（Tobias Harris）|http://g.hupu.com/nba/players/tobiasharris-3572.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3572_461.jpg|2.06米/6尺9|F（12号）|107公斤/235磅|1992-07-15|奥兰多魔术|田纳西大学|2011年第1轮第19顺位|美国|238万美元|4年708万美元，2011/12/11签，2015夏到期|5|0
10394|莫里斯-哈克利斯（Maurice Harkless）|http://g.hupu.com/nba/players/mauriceharkless-3652.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/3652.jpg|2.06米/6尺9|SF（21号）|98公斤/215磅|1993-05-11|奥兰多魔术|圣约翰大学|2012年第1轮第15顺位|美国|188万美元|4年832万，2012/7/25签，2016夏到期，2015夏球队选项|2|0
10395|安德鲁-尼科尔森（Andrew Nicholson）|http://g.hupu.com/nba/players/andrewnicholson-3656.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3656.jpg|2.06米/6尺9|PF（44号）|113公斤/250磅|1989-12-08|奥兰多魔术|圣文德大学|2012年第1轮第19顺位|加拿大|154万美元|4年682万，2012/7/4签，2016夏到期，2015夏球队选项|2|0
10396|埃文-富尼耶（Evan Fournier）|http://g.hupu.com/nba/players/evanfournier-3657.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/7/3657_118.png|2.01米/6尺7|SG（10号）|93公斤/205磅|1992-10-29|奥兰多魔术||2012年第1轮第20顺位|法国|148万美元|4年655万，2012/7/12签，2016夏到期，2015夏球队选项|2|1
10397|威利-格林（Willie Green）|http://g.hupu.com/nba/players/williegreen-646.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/646_713.jpg|1.91米/6尺3|SG（34号）|93公斤/205磅|1981-07-28|奥兰多魔术|底特律大学|2003年第2轮第12顺位|美国|144万美元|3年422万，2012/7/31签，2015夏到期|11|7
10398|凯尔-奥奎因（Kyle O&#039;Quinn）|http://g.hupu.com/nba/players/kyleoquinn-3686.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/3686.jpg|2.08米/6尺10|F/C（2号）|113公斤/250磅|1990-03-26|奥兰多魔术|诺福克州立大学|2012年第2轮第19顺位|美国|91万美元|3年248万，2012/8/9签，2015夏到期★无保障合同|2|0
10399|佩顿-西瓦（Peyton Siva）|http://g.hupu.com/nba/players/peytonsiva-4792.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/2/4792_942.png|1.83米/6尺0|PG（17号）|84公斤/185磅|1990-10-24|奥兰多魔术|路易斯维尔大学|2013年第2轮第26顺位|美国|84万美元|一年84万，部分保障，2015年夏天到期|1|0
10400|德维恩-戴德蒙（Dewayne Dedmon）|http://g.hupu.com/nba/players/dewaynededmon-4849.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/9/4849_115.jpg|2.13米/7尺0|C（3号）|111公斤/245磅|1989-08-12|奥兰多魔术|南加利福尼亚大学||美国|81万美元|3年底薪，2013/11/19签，2016夏到期★无保障合同|4|0
10401|罗伊-德文-马布尔（Roy Devyn Marble）|http://g.hupu.com/nba/players/roydevynmarble-4946.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/6/4946_824.png|1.98米/6尺6|SG（11号）|91公斤/200磅|1992-09-21|奥兰多魔术|爱荷华大学|2014年第2轮第26顺位|美国||未签约新秀|0|0
10402|Kadeem Batts（Kadeem Batts）|http://g.hupu.com/nba/players/kadeembatts-5024.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/4/5024_539.png|2.06米/6尺9|PF（20号）|111公斤/245磅|1991-06-06|奥兰多魔术|普罗维登斯学院||美国|||0|0
10403|Drew Crawford（Drew Crawford）|http://g.hupu.com/nba/players/drewcrawford-5025.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/5025_947.jpg|1.96米/6尺5|SG（1号）|95公斤/209磅|1990-10-18|奥兰多魔术|Northwestern||美国|||0|0
10404|塞斯-库里（Seth Curry）|http://g.hupu.com/nba/players/sethcurry-4798.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/4798_382.jpg|1.88米/6尺2|PG（30号）|84公斤/185磅|1990-08-23|奥兰多魔术|杜克大学||美国|||3|0
10405|保罗-乔治（Paul George）|http://g.hupu.com/nba/players/paulgeorge-3458.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/8/3458.jpg|2.06米/6尺9|G/F（13号）|102公斤/225磅|1990-05-02|印第安纳步行者|加利福尼亚州立大学弗雷斯诺分校|2010年第1轮第10顺位|美国|1593万美元|5年9163万，2013/9/26签，2014夏生效，2019夏到期，2018夏球员选项|4|4
10406|罗伊-希伯特（Roy Hibbert）|http://g.hupu.com/nba/players/royhibbert-3020.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/0/3020.jpg|2.18米/7尺2|C（55号）|125公斤/275磅|1986-12-11|印第安纳步行者|乔治城大学|2008年第1轮第17顺位|美国|1489万美元|4年5836万，2012/7/14签，2016夏到期，2015夏球员选项|6|4
10407|大卫-韦斯特（David West）|http://g.hupu.com/nba/players/davidwest-425.html|http://c2.hoopchina.com.cn//uploads/gamespace/players/5/425.jpg|2.06米/6尺9|PF（21号）|113公斤/250磅|1980-08-29|印第安纳步行者|泽维尔大学|2003年第1轮第18顺位|美国|1200万美元|3年3600万，2013/7/11签，2016夏到期，2015夏球员选项|11|6
